,cost,quantity,num_sold,percent_sold
2146,60.435,100.0,101.0,1.01
2147,25.0,100.0,74.0,0.74
2148,20.0,100.0,2.0,0.02
2149,25.0,70.0,21.0,0.3
2150,36.81,40.0,14.0,0.35
2151,57.135,275.0,60.0,0.21818181818181817
2152,87.83500000000001,400.0,130.0,0.325
2153,1574.0,3.0,1.0,0.3333333333333333
2154,79.65,800.0,94.0,0.1175
2155,63.87,30.0,8.0,0.26666666666666666
2156,5.0,45.0,17.0,0.37777777777777777
2157,5.0,57.0,25.0,0.43859649122807015
2158,16.0,400.0,47.0,0.1175
2159,20.0,75.0,11.0,0.14666666666666667
2160,7.0,180.0,2.0,0.011111111111111112
2161,150.0,50.0,28.0,0.56
2162,58.86,2500.0,625.0,0.25
2163,6.460000000000001,1050.0,229.0,0.2180952380952381
2164,32.5,90.0,44.0,0.4888888888888889
2165,352.03,24.0,9.0,0.375
2166,240.0,3.0,1.0,0.3333333333333333
2167,15.0,94.0,77.0,0.8191489361702128
2168,250.0,119.0,7.0,0.058823529411764705
2169,191.25,171.0,4.0,0.023391812865497075
2170,12.5,100.0,27.0,0.27
2171,122.2,12.0,1.0,0.08333333333333333
2172,10.0,130.0,4.0,0.03076923076923077
2173,95.0,470.0,431.0,0.9170212765957447
2174,200.0,100.0,0.0,0.0
2175,68.935,90.0,30.0,0.3333333333333333
2176,48.7,162.0,162.0,1.0
2177,320.2775,4050.0,17.0,0.004197530864197531
2178,88.65,1000.0,2.0,0.002
2179,470.20000000000005,300.0,25.0,0.08333333333333333
2180,80.0,100.0,7.0,0.07
2181,27.36,50.0,17.0,0.34
2182,65.0,250.0,21.0,0.084
2183,17.5,400.0,69.0,0.1725
2184,286.385,100.0,47.0,0.47
2185,23.333333333333332,70.0,31.0,0.44285714285714284
2186,137.19,30.0,3.0,0.1
2187,1.6666666666666667,225.0,164.0,0.7288888888888889
2188,439.71999999999997,410.0,317.0,0.7731707317073171
2189,22.0,20.0,1.0,0.05
2190,32.25,5.0,16.0,3.2
2191,99.0,50.0,12.0,0.24
2192,25.0,70.0,21.0,0.3
2193,18.333333333333332,78.0,38.0,0.48717948717948717
2194,46.35,15.0,11.0,0.7333333333333333
2195,8.786666666666667,400.0,74.0,0.185
2196,51.32,160.0,44.0,0.275
2197,20.0,20.0,71.0,3.55
2198,93.33333333333333,155.0,0.0,0.0
2199,11.565,200.0,25.0,0.125
2200,10.29,415.0,415.0,1.0
2201,63.75,100.0,5.0,0.05
2202,9.075,15.0,0.0,0.0
2203,41.65,20.0,12.0,0.6
2204,55.0,100.0,0.0,0.0
2205,60.45,4.0,4.0,1.0
2206,27.5,200.0,107.0,0.535
2207,99.0,1000.0,0.0,0.0
2208,106.11,122.0,4.0,0.03278688524590164
2209,16.0,2700.0,141.0,0.052222222222222225
2210,300.0,300.0,0.0,0.0
2211,235.26,50.0,0.0,0.0
2212,54.0,510.0,36.0,0.07058823529411765
2213,12.0,100.0,42.0,0.42
2214,145.248,1660.0,1.0,0.0006024096385542169
2215,2.6799999999999997,200.0,7.0,0.035
2216,8.54,250.0,22.0,0.088
2217,1901.756666666667,60.0,2.0,0.03333333333333333
2218,64.34,70.0,31.0,0.44285714285714284
2219,331.66999999999996,28.0,4.0,0.14285714285714285
2220,10.08,40.0,25.0,0.625
2221,35.0,200.0,13.0,0.065
2222,8.46,200.0,1.0,0.005
2223,32.08,10.0,10.0,1.0
2224,36.666666666666664,1510.0,415.0,0.27483443708609273
2225,0.0,10.0,1.0,0.1
2226,6.57,35.0,33.0,0.9428571428571428
2227,200.0,50.0,1.0,0.02
2228,8.46,30.0,30.0,1.0
2229,221.8,20.0,4.0,0.2
2230,5.0,50.0,28.0,0.56
2231,56.35,286.0,255.0,0.8916083916083916
2232,55.71,200.0,69.0,0.345
2233,0.0,3.0,0.0,0.0
2234,12.8,125.0,41.0,0.328
2235,183.28,40.0,12.0,0.3
2236,5.0,101000.0,1629.0,0.01612871287128713
2237,4.23,30.0,3.0,0.1
2238,100.0,100000.0,0.0,0.0
2239,20.0,100.0,6.0,0.06
2240,11.555,150.0,2.0,0.013333333333333334
2241,13.770000000000001,300.0,64.0,0.21333333333333335
2242,51.205,110.0,65.0,0.5909090909090909
2243,15.75,100.0,24.0,0.24
2244,14.75,500.0,82.0,0.164
2245,8.75,40.0,3.0,0.075
2246,34.99,15.0,2.0,0.13333333333333333
2247,22.51,350.0,312.0,0.8914285714285715
2248,3.7375,574.0,62.0,0.10801393728222997
2249,15.635000000000002,225.0,115.0,0.5111111111111111
2250,10.0,50.0,7.0,0.14
2251,5.0,30.0,3.0,0.1
2252,10.135,35.0,24.0,0.6857142857142857
2253,30.166666666666668,30000.0,7.0,0.00023333333333333333
2254,34.695,410.0,215.0,0.524390243902439
2255,95.0,260.0,0.0,0.0
2256,10.35,100.0,4.0,0.04
2257,221.66666666666666,142.0,0.0,0.0
2258,33.75,1150.0,653.0,0.5678260869565217
2259,50.98,12.0,11.0,0.9166666666666666
2260,29.884999999999998,250.0,19.0,0.076
2261,,0.0,0.0,
2262,960.05,42.0,9.0,0.21428571428571427
2263,89.56333333333335,215.0,1.0,0.004651162790697674
2264,143.0,10.0,0.0,0.0
2265,35.0,30.0,13.0,0.43333333333333335
2266,121.0,100.0,0.0,0.0
2267,22.5,500.0,57.0,0.114
2268,10.0,60.0,8.0,0.13333333333333333
2269,57.595,300.0,44.0,0.14666666666666667
2270,65.15,23.0,15.0,0.6521739130434783
2271,46.28,43.0,38.0,0.8837209302325582
2272,380.0,380.0,0.0,0.0
2273,30.0,16.0,12.0,0.75
2274,299.5,36.0,19.0,0.5277777777777778
2275,695.0,20.0,2.0,0.1
2276,16.0,50.0,12.0,0.24
2277,374.864,147.0,76.0,0.5170068027210885
2278,30.0,400.0,1.0,0.0025
2279,1251.05,84.0,24.0,0.2857142857142857
2280,20.0,250.0,95.0,0.38
2281,91.85,15.0,2.0,0.13333333333333333
2282,10.0,100.0,8.0,0.08
2283,25.0,200.0,145.0,0.725
2284,1248.0,500.0,4.0,0.008
2285,250.0,900.0,0.0,0.0
2286,4.23,200.0,57.0,0.285
2287,85.0,25.0,16.0,0.64
2288,84.06,100.0,5.0,0.05
2289,20.0,18.0,2.0,0.1111111111111111
2290,15.0,650.0,166.0,0.2553846153846154
2291,121.86,30.0,25.0,0.8333333333333334
2292,46.26,200.0,13.0,0.065
2293,30.0,500.0,12.0,0.024
2294,125.0,100.0,0.0,0.0
2295,713.8,20.0,14.0,0.7
2296,6.7,50.0,3.0,0.06
2297,29.67,100.0,101.0,1.01
2298,74.55,3.0,1.0,0.3333333333333333
2299,74.55,6.0,2.0,0.3333333333333333
2300,27.37,500.0,5.0,0.01
2301,2.1875,152.0,123.0,0.8092105263157895
2302,4.462222222222222,2700.0,32.0,0.011851851851851851
2303,8.333333333333334,36.0,11.0,0.3055555555555556
2304,22.85,500.0,131.0,0.262
2305,215.546,150.0,51.0,0.34
2306,85.0,6.0,4.0,0.6666666666666666
2307,21.0,562.0,242.0,0.4306049822064057
2308,22.5,80.0,0.0,0.0
2309,77.0,24.0,6.0,0.25
2310,378.5,6.0,2.0,0.3333333333333333
2311,14.155,40.0,5.0,0.125
2312,2.5,100.0,3.0,0.03
2313,79.335,50.0,44.0,0.88
2314,25.0,500.0,9.0,0.018
2315,17.0,250.0,39.0,0.156
2316,80.0,340.0,1.0,0.0029411764705882353
2317,35.0,35.0,12.0,0.34285714285714286
2318,20.0,12.0,6.0,0.5
2319,20.0,80.0,5.0,0.0625
2320,22.63,30.0,20.0,0.6666666666666666
2321,41.53,96.0,60.0,0.625
2322,40.0,100.0,27.0,0.27
2323,20.0,60.0,50.0,0.8333333333333334
2324,94.005,800.0,656.0,0.82
2325,78.91,12.0,24.0,2.0
2326,70.21333333333332,1500.0,14.0,0.009333333333333334
2327,1.635,600.0,4.0,0.006666666666666667
2328,15.0,150.0,63.0,0.42
2329,0.0,100130.0,21.0,0.000209727354439229
2330,22.63,12.0,8.0,0.6666666666666666
2331,10.0,30.0,4.0,0.13333333333333333
2332,20.0,1006.0,49.0,0.048707753479125246
2333,10.82,80.0,3.0,0.0375
2334,10.0,20.0,1.0,0.05
2335,62.5,250.0,8.0,0.032
2336,10.0,30.0,29.0,0.9666666666666667
2337,191.53,812.0,70.0,0.08620689655172414
2338,3.75,60.0,10.0,0.16666666666666666
2339,60.435,40.0,1.0,0.025
2340,496.67,10.0,2.0,0.2
2341,26.69,14.0,14.0,1.0
2342,496.67,2.0,2.0,1.0
2343,76.18333333333334,22.0,22.0,1.0
2344,2.025,130.0,120.0,0.9230769230769231
2345,6.25,3000.0,46.0,0.015333333333333332
2346,13.18,100.0,17.0,0.17
2347,17.5,150.0,14.0,0.09333333333333334
2348,46.26,12.0,96.0,8.0
2349,16.666666666666668,175.0,4.0,0.022857142857142857
2350,22.63,10.0,5.0,0.5
2351,332.5,120.0,7.0,0.058333333333333334
2352,149.65,20.0,19.0,0.95
2353,11.015,60.0,10.0,0.16666666666666666
2354,10.033333333333333,3000.0,36.0,0.012
2355,5.5,70.0,0.0,0.0
2356,288.48,110.0,23.0,0.20909090909090908
2357,11.216666666666667,180.0,121.0,0.6722222222222223
2358,19.27,80.0,22.0,0.275
2359,41.31,150.0,23.0,0.15333333333333332
2360,37.5,16.0,2.0,0.125
2361,27.0,96.0,24.0,0.25
2362,2.5,14.0,7.0,0.5
2363,33.04333333333333,460.0,156.0,0.3391304347826087
2364,20.625,220.0,12.0,0.05454545454545454
2365,20.666666666666668,70.0,7.0,0.1
2366,4.21,300.0,10.0,0.03333333333333333
2367,5.0,1000.0,18.0,0.018
2368,22.0,2223.0,319.0,0.14349977507872244
2369,12.5,199.0,184.0,0.9246231155778895
2370,105.12571428571428,700.0,22.0,0.03142857142857143
2371,3.3333333333333335,450.0,63.0,0.14
2372,25.0,140.0,140.0,1.0
2373,872.85,700.0,1.0,0.0014285714285714286
2374,3.5,400.0,2.0,0.005
2375,35.0,200.0,8.0,0.04
2376,33.25,225.0,2.0,0.008888888888888889
2377,50.0,17.0,2.0,0.11764705882352941
2378,8.7075,90.0,11.0,0.12222222222222222
2379,38.24,360.0,70.0,0.19444444444444445
2380,2.5,250.0,40.0,0.16
2381,100.0,100.0,4.0,0.04
2382,15.023333333333333,70.0,26.0,0.37142857142857144
2383,41.76,35.0,17.0,0.4857142857142857
2384,35.0,50.0,1.0,0.02
2385,12.950000000000001,50.0,25.0,0.5
2386,150.0,300.0,89.0,0.2966666666666667
2387,25.0,1000.0,0.0,0.0
2388,42.5,40.0,1.0,0.025
2389,28.305,40.0,22.0,0.55
2390,10.907777777777778,360.0,31.0,0.08611111111111111
2391,250.0,14.0,14.0,1.0
2392,3.73,100.0,2.0,0.02
2393,91.0,75.0,72.0,0.96
2394,15.0,25.0,9.0,0.36
2395,89.0,6.0,2.0,0.3333333333333333
2396,8.333333333333334,325.0,61.0,0.18769230769230769
2397,8.356666666666667,9000.0,23.0,0.0025555555555555557
2398,5.62,50.0,1.0,0.02
2399,25.0,30.0,1.0,0.03333333333333333
2400,11.564,450.0,27.0,0.06
2401,48.62,200.0,5.0,0.025
2402,275.0,40.0,1.0,0.025
2403,20.0,60.0,7.0,0.11666666666666667
2404,15.0,50.0,32.0,0.64
2405,25.0,15.0,2.0,0.13333333333333333
2406,160.84,60.0,2.0,0.03333333333333333
2407,90.0,104.0,26.0,0.25
2408,21.666666666666668,250.0,2.0,0.008
2409,20.0,250.0,111.0,0.444
2410,266.6666666666667,300.0,1.0,0.0033333333333333335
2411,22.51,150.0,10.0,0.06666666666666667
2412,0.0,0.0,1.0,inf
2413,6.095000000000001,40.0,7.0,0.175
2414,31.14,150.0,1.0,0.006666666666666667
2415,35.0,22.0,11.0,0.5
2416,22.634999999999998,80.0,17.0,0.2125
2417,9.165,18.0,9.0,0.5
2418,400.0,1.0,1.0,1.0
2419,78.33333333333333,90.0,2.0,0.022222222222222223
2420,6.0925,190.0,63.0,0.33157894736842103
2421,8.41,1000.0,11.0,0.011
2422,8.41,150.0,51.0,0.34
2423,13.5,170.0,6.0,0.03529411764705882
2424,20.0,50.0,7.0,0.14
2425,282.03,100.0,4.0,0.04
2426,15.0,1000.0,516.0,0.516
2427,44.543,199.0,152.0,0.7638190954773869
2428,339.66499999999996,600.0,2.0,0.0033333333333333335
2429,2.452,48100.0,809.0,0.01681912681912682
2430,0.0,150.0,1.0,0.006666666666666667
2431,40.0,20.0,2.0,0.1
2432,31.909999999999997,300.0,74.0,0.24666666666666667
2433,10.0,60.0,43.0,0.7166666666666667
2434,,0.0,0.0,
2435,83.85,40.0,3.0,0.075
2436,13.45,85.0,31.0,0.36470588235294116
2437,10.0,500.0,0.0,0.0
2438,60.0,75.0,74.0,0.9866666666666667
2439,20.765,245.0,158.0,0.6448979591836734
2440,7.5,27.0,28.0,1.037037037037037
2441,85.0,51.0,51.0,1.0
2442,107.68,12.0,6.0,0.5
2443,90.0,500.0,6.0,0.012
2444,27.36,11.0,9.0,0.8181818181818182
2445,27.5,1300.0,187.0,0.14384615384615385
2446,5.0,100.0,74.0,0.74
2447,13.18,200.0,54.0,0.27
2448,18.01,14.0,14.0,1.0
2449,9.0,12.0,36.0,3.0
2450,35.625,1094.0,2.0,0.0018281535648994515
2451,9.95,30.0,29.0,0.9666666666666667
2452,140.0,16.0,1.0,0.0625
2453,20.0,100.0,0.0,0.0
2454,376.05,30.0,6.0,0.2
2455,9.23,110.0,12.0,0.10909090909090909
2456,375.0,80.0,1.0,0.0125
2457,13.18,5.0,3.0,0.6
2458,0.0,800.0,29.0,0.03625
2459,16.333333333333332,200.0,37.0,0.185
2460,25.67,5.0,5.0,1.0
2461,20.0,100.0,0.0,0.0
2462,71.86,70.0,18.0,0.2571428571428571
2463,6.59,15000.0,20.0,0.0013333333333333333
2464,1100.9083333333333,67.0,7.0,0.1044776119402985
2465,15.0,700.0,75.0,0.10714285714285714
2466,60.0,250.0,24.0,0.096
2467,20.0,68.0,11.0,0.16176470588235295
2468,13.18,50.0,20.0,0.4
2469,5.0,434.0,311.0,0.716589861751152
2470,400.0,1.0,1.0,1.0
2471,47.5,650.0,19.0,0.02923076923076923
2472,75.0,200.0,12.0,0.06
2473,10.29,20.0,7.0,0.35
2474,10.0,140.0,123.0,0.8785714285714286
2475,40.0,14.0,11.0,0.7857142857142857
2476,517.4116666666667,120.0,16.0,0.13333333333333333
2477,572.2616666666668,120.0,17.0,0.14166666666666666
2478,18.75,20.0,20.0,1.0
2479,5.0,50.0,56.0,1.12
2480,54.76,60.0,10.0,0.16666666666666666
2481,10.0,125.0,37.0,0.296
2482,20.0,32.0,15.0,0.46875
2483,17.333333333333332,65.0,21.0,0.3230769230769231
2484,10.0,101.0,24.0,0.2376237623762376
2485,20.0,2.0,2.0,1.0
2486,100.0,100.0,2.0,0.02
2487,5.53,93.0,30.0,0.3225806451612903
2488,273.06,1.0,1.0,1.0
2489,8.46,50.0,22.0,0.44
2490,17.905,200.0,1.0,0.005
2491,35.0,300.0,10.0,0.03333333333333333
2492,28.333333333333332,60.0,0.0,0.0
2493,10.0,20.0,0.0,0.0
2494,8.955,200.0,8.0,0.04
2495,10.0,40.0,0.0,0.0
2496,40.0,20.0,0.0,0.0
2497,125.0,500.0,0.0,0.0
2498,50.98,100.0,8.0,0.08
2499,30.0,20.0,0.0,0.0
2500,17.5,320.0,0.0,0.0
2501,22.7575,407.0,94.0,0.23095823095823095
2502,96.0,158.0,22.0,0.13924050632911392
2503,95.0,92.0,92.0,1.0
2504,2.34,193.0,104.0,0.538860103626943
2505,20.0,500.0,63.0,0.126
2506,15.0,1400.0,118.0,0.08428571428571428
2507,10.0,1201.0,200.0,0.16652789342214822
2508,46.26,100.0,17.0,0.17
2509,27.1875,2139.0,1992.0,0.9312762973352033
2510,828.435,531.0,305.0,0.5743879472693032
2511,7.817500000000001,1300.0,67.0,0.05153846153846154
2512,45.0,300.0,44.0,0.14666666666666667
2513,45.0,120.0,110.0,0.9166666666666666
2514,10.363333333333333,1199.0,60.0,0.05004170141784821
2515,10.35,100.0,13.0,0.13
2516,10.75,2130.0,123.0,0.057746478873239436
2517,20.0,500.0,7.0,0.014
2518,5.0,75.0,22.0,0.29333333333333333
2519,15.0,20.0,13.0,0.65
2520,14.0,420.0,87.0,0.20714285714285716
2521,104.75999999999999,350.0,81.0,0.23142857142857143
2522,39.96,600.0,9.0,0.015
2523,20.0,1000.0,12.0,0.012
2524,26.5,46.0,44.0,0.9565217391304348
2525,50.0,25.0,1.0,0.04
2526,14.605,3150.0,850.0,0.2698412698412698
2527,0.0,15.0,3.0,0.2
2528,49.99,450.0,63.0,0.14
2529,50.0,100.0,87.0,0.87
2530,82.9925,800.0,3.0,0.00375
2531,30.0,1200.0,60.0,0.05
2532,183.29,100.0,12.0,0.12
2533,89.64999999999999,21.0,4.0,0.19047619047619047
2534,80.27,25.0,0.0,0.0
2535,40.75,200.0,59.0,0.295
2536,11.0,94.0,2.0,0.02127659574468085
2537,8.75,314.0,127.0,0.40445859872611467
2538,0.8471428571428571,36.0,6.0,0.16666666666666666
2539,7.666666666666667,300.0,18.0,0.06
2540,22.78,450.0,89.0,0.19777777777777777
2541,11.77,70.0,17.0,0.24285714285714285
2542,22.634999999999998,100.0,14.0,0.14
2543,50.0,26.0,26.0,1.0
2544,65.0,35.0,4.0,0.11428571428571428
2545,286.5,48.0,1.0,0.020833333333333332
2546,2.5875,945.0,298.0,0.31534391534391537
2547,24.95,36.0,24.0,0.6666666666666666
2548,9.4,40.0,4.0,0.1
2549,117.13,100.0,3.0,0.03
2550,42.5,96.0,39.0,0.40625
2551,112.43347826086962,9500.0,31.0,0.003263157894736842
2552,35.0,40.0,11.0,0.275
2553,581.75,2000000.0,5.0,2.5e-06
2554,450.0,13.0,3.0,0.23076923076923078
2555,129.0,220.0,10.0,0.045454545454545456
2556,89.375,620.0,72.0,0.11612903225806452
2557,12.0,80.0,2.0,0.025
2558,14.5,50.0,34.0,0.68
2559,10.0,150.0,26.0,0.17333333333333334
2560,106.50999999999999,600.0,43.0,0.07166666666666667
2561,8.333333333333334,110.0,10.0,0.09090909090909091
2562,3.132631578947368,1144.0,207.0,0.18094405594405594
2563,16.666666666666668,400.0,109.0,0.2725
2564,15.0,1000.0,35.0,0.035
2565,545.0,50.0,0.0,0.0
2566,4.4525,180.0,100.0,0.5555555555555556
2567,39.0,50.0,16.0,0.32
2568,62.5,600.0,11.0,0.018333333333333333
2569,15.0,200.0,2.0,0.01
2570,10.0,60.0,35.0,0.5833333333333334
2571,157.5,105.0,23.0,0.21904761904761905
2572,66.875,1501.0,109.0,0.072618254497002
2573,4.86,110.0,40.0,0.36363636363636365
2574,85.0,8.0,0.0,0.0
2575,85.0,12.0,9.0,0.75
2576,25.0,100.0,31.0,0.31
2577,615.7,120.0,8.0,0.06666666666666667
2578,2238.57,18.0,18.0,1.0
2579,2415.05,6.0,6.0,1.0
2580,17.91,200.0,49.0,0.245
2581,21.45,200.0,15.0,0.075
2582,3.76,22.0,13.0,0.5909090909090909
2583,95.0,30.0,1.0,0.03333333333333333
2584,94.01,19.0,1.0,0.05263157894736842
2585,100.0,1000.0,5.0,0.005
2586,6.615,2000.0,23.0,0.0115
2587,15.0,20.0,20.0,1.0
2588,27.209999999999997,120.0,17.0,0.14166666666666666
2589,42.552,967.0,107.0,0.11065149948293691
2590,177.11368421052632,4648.0,178.0,0.0382960413080895
2591,5.0,60.0,10.0,0.16666666666666666
2592,5.0,30.0,16.0,0.5333333333333333
2593,16.04,110000.0,141.0,0.0012818181818181817
2594,91.0,14.0,12.0,0.8571428571428571
2595,20.0,45.0,18.0,0.4
2596,22.25,150.0,90.0,0.6
2597,3.14,98.0,98.0,1.0
2598,3.14,98.0,98.0,1.0
2599,74.855,85.0,14.0,0.16470588235294117
2600,99.0,26.0,139.0,5.346153846153846
2601,50.98333333333333,400.0,3.0,0.0075
2602,20.0,299.0,60.0,0.20066889632107024
2603,22.634999999999998,148.0,22.0,0.14864864864864866
2604,0.0,40.0,0.0,0.0
2605,32.25,85.0,61.0,0.7176470588235294
2606,286.15,20.0,1.0,0.05
2607,90.0,30.0,0.0,0.0
2608,35.0,85.0,44.0,0.5176470588235295
2609,25.0,200.0,56.0,0.28
2610,79.335,750.0,0.0,0.0
2611,100.0,1000.0,5.0,0.005
2612,41.65,70.0,36.0,0.5142857142857142
2613,13.18,1.0,3.0,3.0
2614,25.945833333333336,2360.0,4.0,0.001694915254237288
2615,25.0,400.0,17.0,0.0425
2616,47.0,25.0,1.0,0.04
2617,337.3875,375.0,60.0,0.16
2618,1.0,5.0,1.0,0.2
2619,20.03,50.0,28.0,0.56
2620,5.0,300.0,21.0,0.07
2621,9.0,160.0,21.0,0.13125
2622,87.83500000000001,400.0,292.0,0.73
2623,2.985,240.0,38.0,0.15833333333333333
2624,594.6733333333334,121.0,129.0,1.0661157024793388
2625,75.0,20.0,4.0,0.2
2626,148.53333333333333,45.0,6.0,0.13333333333333333
2627,5.5,30.0,12.0,0.4
2628,51.05,400.0,16.0,0.04
2629,46.35,220.0,23.0,0.10454545454545454
2630,0.0,45.0,41.0,0.9111111111111111
2631,12.5,1000.0,36.0,0.036
2632,10.82,600.0,19.0,0.03166666666666667
2633,80.0,400.0,13.0,0.0325
2634,15.0,30.0,6.0,0.2
2635,100.12,50.0,19.0,0.38
2636,25.0,35.0,19.0,0.5428571428571428
2637,249.43,20.0,4.0,0.2
2638,8.5,2000.0,43.0,0.0215
2639,17.91,131.0,131.0,1.0
2640,225.0,200.0,12.0,0.06
2641,45.0,4.0,2.0,0.5
2642,27.36,30.0,21.0,0.7
2643,800.0,500.0,4.0,0.008
2644,46.26,35.0,7.0,0.2
2645,39.7,97.0,60.0,0.6185567010309279
2646,15.0,55.0,310.0,5.636363636363637
2647,20.0,85.0,75.0,0.8823529411764706
2648,955.2,11.0,1.0,0.09090909090909091
2649,93.51,58.0,58.0,1.0
2650,475.8666666666666,43.0,5.0,0.11627906976744186
2651,111.19047619047619,63000.0,132.0,0.0020952380952380953
2652,10.135,180.0,61.0,0.3388888888888889
2653,140.76,1000.0,5.0,0.005
2654,35.0,500.0,99.0,0.198
2655,42.0,3.0,3.0,1.0
2656,23.333333333333332,30000.0,173.0,0.0057666666666666665
2657,108.26,650.0,223.0,0.34307692307692306
2658,10.0,200.0,2.0,0.01
2659,140.76,1000.0,13.0,0.013
2660,20.0,30.0,22.0,0.7333333333333333
2661,69.0,10.0,8.0,0.8
2662,12.670000000000002,62.0,19.0,0.3064516129032258
2663,1750.0,155.0,1.0,0.0064516129032258064
2664,212.76,50.0,36.0,0.72
2665,28.933333333333334,12.0,4.0,0.3333333333333333
2666,98.0,60.0,2.0,0.03333333333333333
2667,163.28,395.0,21.0,0.053164556962025315
2668,150.0,36.0,23.0,0.6388888888888888
2669,151.25,516.0,4.0,0.007751937984496124
2670,5.0,305.0,0.0,0.0
2671,370.0,14.0,3.0,0.21428571428571427
2672,0.0,500000.0,15.0,3e-05
2673,38.75,750.0,14.0,0.018666666666666668
2674,475.05,1000.0,1.0,0.001
2675,475.05,1000.0,1.0,0.001
2676,10.0,500.0,159.0,0.318
2677,30.0,30.0,14.0,0.4666666666666667
2678,74.61,12.0,2.0,0.16666666666666666
2679,33.333333333333336,130.0,3.0,0.023076923076923078
2680,8.75,3.0,9.0,3.0
2681,79.25,15.0,12.0,0.8
2682,5.0,50.0,48.0,0.96
2683,41.443333333333335,500.0,1.0,0.002
2684,74.55,402.0,200.0,0.4975124378109453
2685,25.0,65.0,13.0,0.2
2686,40.0,100.0,1.0,0.01
2687,12.5,400.0,14.0,0.035
2688,3.7857142857142856,1682.0,86.0,0.05112960760998811
2689,43.333333333333336,220.0,4.0,0.01818181818181818
2690,91.25,24.0,12.0,0.5
2691,20.0,40.0,1.0,0.025
2692,69.25833333333333,432.0,59.0,0.13657407407407407
2693,16.0,970.0,850.0,0.8762886597938144
2694,27.5,150.0,0.0,0.0
2695,331.3333333333333,30.0,0.0,0.0
2696,35.0,40.0,2.0,0.05
2697,8.75,400.0,15.0,0.0375
2698,10.0,100.0,22.0,0.22
2699,8.955,30.0,17.0,0.5666666666666667
2700,10.0,250.0,8.0,0.032
2701,35.08,24.0,8.0,0.3333333333333333
2702,35.08,24.0,2.0,0.08333333333333333
2703,65.0,100.0,68.0,0.68
2704,35.0,200.0,9.0,0.045
2705,60.0,140.0,48.0,0.34285714285714286
2706,110.0,60.0,7.0,0.11666666666666667
2707,55.0,72.0,1.0,0.013888888888888888
2708,191.71,1.0,1.0,1.0
2709,15.0,50.0,23.0,0.46
2710,13.5,600.0,43.0,0.07166666666666667
2711,50.03666666666667,108.0,30.0,0.2777777777777778
2712,5.0,150.0,51.0,0.34
2713,316.20533333333333,1075.0,396.0,0.3683720930232558
2714,212.155,210.0,57.0,0.2714285714285714
2715,10.3125,4700.0,2890.0,0.6148936170212767
2716,,0.0,0.0,
2717,15.0,138.0,138.0,1.0
2718,35.0,4.0,3.0,0.75
2719,205.81,20.0,4.0,0.2
2720,1.8107142857142862,325.0,112.0,0.3446153846153846
2721,11.875,65.0,8.0,0.12307692307692308
2722,6.25,330.0,68.0,0.20606060606060606
2723,26.0,145.0,120.0,0.8275862068965517
2724,4543.75,220.0,5.0,0.022727272727272728
2725,25.0,12.0,5.0,0.4166666666666667
2726,17.91,15.0,10.0,0.6666666666666666
2727,59.0,80.0,9.0,0.1125
2728,1736.05,12.0,1.0,0.08333333333333333
2729,20.0,150.0,6.0,0.04
2730,2.6666666666666665,146.0,141.0,0.9657534246575342
2731,58.94047619047619,19050.0,201.0,0.010551181102362205
2732,8.905,120.0,23.0,0.19166666666666668
2733,112.0,40.0,13.0,0.325
2734,2.94125,400.0,25.0,0.0625
2735,7.594444444444444,2756.0,104.0,0.03773584905660377
2736,5.0,200.0,4.0,0.02
2737,173.83,8.0,2.0,0.25
2738,145.05,110.0,0.0,0.0
2739,137.5311111111111,360.0,22.0,0.06111111111111111
2740,15.0,75.0,18.0,0.24
2741,20.0,80.0,40.0,0.5
2742,18.955,850.0,69.0,0.0811764705882353
2743,5.0,80.0,34.0,0.425
2744,6553.483333333334,9706.0,5.0,0.0005151452709664126
2745,10.345,300.0,12.0,0.04
2746,10.0,15.0,8.0,0.5333333333333333
2747,6.555,200.0,51.0,0.255
2748,4.35,300.0,33.0,0.11
2749,81.66,22.0,20.0,0.9090909090909091
2750,10.0,500.0,139.0,0.278
2751,95.0,24.0,2.0,0.08333333333333333
2752,40.0,350.0,26.0,0.07428571428571429
2753,2313.2,16.0,1.0,0.0625
2754,30.0,40.0,6.0,0.15
2755,83.33333333333333,45.0,23.0,0.5111111111111111
2756,22.5,900.0,41.0,0.04555555555555556
2757,326.41999999999996,45.0,33.0,0.7333333333333333
2758,69.0,6.0,8.0,1.3333333333333333
2759,14.5,730.0,8.0,0.010958904109589041
2760,12.0,6.0,6.0,1.0
2761,25.0,100.0,14.0,0.14
2762,235.26,1.0,1.0,1.0
2763,140.35,34.0,1.0,0.029411764705882353
2764,385.0,1500.0,0.0,0.0
2765,27.36,250.0,31.0,0.124
2766,60.435,15.0,9.0,0.6
2767,100.0,22.0,20.0,0.9090909090909091
2768,11.771666666666667,102000.0,3609.0,0.03538235294117647
2769,13.45,70.0,15.0,0.21428571428571427
2770,10.0,300.0,16.0,0.05333333333333334
2771,42.5,160.0,0.0,0.0
2772,42.5,2000.0,31.0,0.0155
2773,46.5,515.0,20.0,0.038834951456310676
2774,4.07,140.0,10.0,0.07142857142857142
2775,3.0,18.0,21.0,1.1666666666666667
2776,612.5,251.0,39.0,0.1553784860557769
2777,24.0,370.0,0.0,0.0
2778,10.0,50.0,20.0,0.4
2779,6.57,200.0,27.0,0.135
